nconst,actor,primaryName,actress,knownForTitles,director,tconst,titleType,originalTitle,startYear,Drama,Comedy,Romance,Thriller,genres,job
nm0007562,1,Imad Ab on Khaled,0,tt0098544,0,tt0098544,movie,Täcknamn Coq Rouge,1989,0,0,0,1,Thriller,actor
nm0196878,1,Emad Daher,0,tt0098544,0,tt0098544,movie,Täcknamn Coq Rouge,1989,0,0,0,1,Thriller,actor
nm0251614,1,Husein Abu Eid,0,tt0098544,0,tt0098544,movie,Täcknamn Coq Rouge,1989,0,0,0,1,Thriller,actor
nm0259524,1,Hans Erlandsson,0,tt0098544,0,tt0098544,movie,Täcknamn Coq Rouge,1989,0,0,0,1,Thriller,actor
nm0323487,1,Ibrahim Gneim,0,tt0098544,0,tt0098544,movie,Täcknamn Coq Rouge,1989,0,0,0,1,Thriller,actor
nm0457122,0,Anette Kischinowsky,1,tt0098544,0,tt0098544,movie,Täcknamn Coq Rouge,1989,0,0,0,1,Thriller,actress
nm0470541,1,Peder Krebs,0,tt0098544,0,tt0098544,movie,Täcknamn Coq Rouge,1989,0,0,0,1,Thriller,actor
nm0537021,1,Basim Mahmod,0,tt0098544,0,tt0098544,movie,Täcknamn Coq Rouge,1989,0,0,0,1,Thriller,actor
nm0538454,1,Ammar Makboul,0,tt0098544,0,tt0098544,movie,Täcknamn Coq Rouge,1989,0,0,0,1,Thriller,actor
nm0543063,1,Islam Mannaá,0,tt0098544,0,tt0098544,movie,Täcknamn Coq Rouge,1989,0,0,0,1,Thriller,actor
nm0543064,1,Saleh Mannaá,0,tt0098544,0,tt0098544,movie,Täcknamn Coq Rouge,1989,0,0,0,1,Thriller,actor
nm0787813,1,Rasmy Shamadaz,0,tt0098544,0,tt0098544,movie,Täcknamn Coq Rouge,1989,0,0,0,1,Thriller,actor
nm0845514,1,Jan Söderlund,0,tt0098544,0,tt0098544,movie,Täcknamn Coq Rouge,1989,0,0,0,1,Thriller,actor
nm0958109,1,Omar Zraki,0,tt0098544,0,tt0098544,movie,Täcknamn Coq Rouge,1989,0,0,0,1,Thriller,actor
nm0007701,0,Tina Marie Abas,1,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actress
nm0013792,0,Danielle Agustin,1,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actress
nm0054793,0,Carly Barkawitz,1,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actress
nm0054795,1,Nick Barkawitz,0,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actor
nm0054796,0,Suzanna Barkawitz,1,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actress
nm0135362,0,Gina Caponera,1,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actress
nm0339283,0,Lisa Greenwell,1,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actress
nm0395754,0,Julie Horvath,1,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actress
nm0419637,0,Selina Jay,1,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actress
nm0420592,1,Jack Jellicoe,0,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actor
nm0430225,0,Jordana,1,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actress
nm0526409,0,Kari Lundene,1,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actress
nm0550633,0,Nancy Marsh,1,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actress
nm0582466,0,Leslie Metcalfe,1,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actress
nm0652352,0,Brittany Osterholt,1,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actress
nm0774522,0,Jennifer Schofield,1,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actress
nm0869288,0,Victoria Tosto,1,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actress
nm0933904,1,Nathaniel Wilson,0,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actor
nm0957713,1,Gregg Zollo,0,tt0111517,0,tt0111517,movie,Turn of the Blade,1994,0,0,1,0,Romance,actor
nm0007926,0,Aimee Abbott,1,tt0009019,0,tt0009019,movie,Doing Their Bit,1918,0,1,0,0,Comedy,actress
nm0624750,1,R.R. Neill,0,tt0009019,0,tt0009019,movie,Doing Their Bit,1918,0,1,0,0,Comedy,actor
nm11255944,1,Bob Scanlon,0,tt0009019,0,tt0009019,movie,Doing Their Bit,1918,0,1,0,0,Comedy,actor
nm0008497,1,Willi Abel,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0012469,1,Adriani,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0032593,1,Rex Aquam Aquarillo,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0079482,1,Gerd Betz,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0079938,1,Ludwig Beyer,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0087702,0,Irene Blaser,1,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actress
nm0098619,1,Uwe Bott,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0194512,1,Engelbert Czopnik,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0224035,1,Henry F. Di Marco,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0228461,1,Dieter Disterweg,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0236570,1,Dr. Stein,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0248182,1,Walter Eberts,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0275249,1,Heinrich Fesser,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0275252,1,Theo Fesser,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0277034,1,Erich Filipek,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0298759,1,Dirk Funke,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0315114,1,Karl Geschke,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0368408,1,Günther Hasselbach,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0436862,1,N. Kamnitz,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0472070,0,Susi Kroll,1,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actress
nm0473147,1,Siegfried Krämer,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0474546,0,Silke Kulik,1,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actress
nm0508983,1,Johannes Lichmann,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0517814,1,Rudolph Loh,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0537013,1,Ulrich Mahlke,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0555670,1,Rudi Marx,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0559011,1,Rudolf Mathäus,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0576893,1,Werner Meinel,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0625059,1,Theo Nelles,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0687246,1,Eugen Pletsch,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0687803,1,Karl Pobel,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0718673,1,Fritz Reitz,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0726121,0,Helga Riedel-Hassenstein,1,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actress
nm0738269,1,Thadaeus Rolke,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0765159,1,Willi Sarges,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0778071,1,Karl Wolfgang Schäfer,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0826254,1,Rudolf Stejskal,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0880222,1,Ottmar Uhlig,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0880592,1,Hermann Ulm,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0927326,1,Arno Wiegand,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0929546,0,Gabi Will,1,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actress
nm0938883,1,A. Wondra,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm0944257,1,Kurt Wörtz,0,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actor
nm5651230,0,Helene Hanel,1,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actress
nm5651246,0,Christa Meyssner,1,tt0067904,0,tt0067904,movie,Das Unheil,1972,0,0,0,1,Thriller,actress
nm0008658,1,Master Abernathy,0,tt0004743,0,tt0004743,movie,Uncle Tom's Cabin,1914,1,0,0,0,Drama,actor
nm0008912,0,Ruth Abraha,1,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actress
nm0022844,1,Ali Altin,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0083876,1,Otto Bischerhoff,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0288874,0,Barbara Fox,1,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actress
nm0293906,1,Jens Freitag,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0312091,0,Lilo Geissler,1,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actress
nm0415331,1,Klaus Jaeckel,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0422208,1,Ulli Jessen,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0429967,1,Hans Peter Jordan,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0438396,1,Zeki Kaplan,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0462433,1,Wigand Koch,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0473867,1,Helmut Kuehling,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0707417,1,Roland Raji,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0717005,1,Marlo Reichel,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0771716,1,Werner Schilling,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0772377,1,Udo Schlimm,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0773521,1,Robert Schmitz,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0797336,1,John Sievers,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0839298,0,Kit Ping Sung,1,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actress
nm0902172,1,Hans von der Reith,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0929883,1,Joern Willhoeft,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0937062,1,Thorsten Wittje,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0943287,1,Max Wulff,0,tt0105325,0,tt0105325,movie,Schattenboxer,1992,0,0,0,1,Thriller,actor
nm0010440,0,Jane Adair,1,tt0008011,0,tt0008011,movie,A Girl's Folly,1917,0,1,0,0,Comedy,actress
nm0010665,1,Gianni Adamo,0,tt0085605,0,tt0085605,movie,Gola profonda nera,1977,0,0,0,1,Thriller,actor
nm0213064,1,Johnny Deangelis,0,tt0085605,0,tt0085605,movie,Gola profonda nera,1977,0,0,0,1,Thriller,actor
nm0010857,0,Corah Adams,1,tt0005229,0,tt0005229,movie,DuBarry,1915,1,0,0,0,Drama,actress
nm0011228,0,Miss Corah Adams,1,tt0005229,0,tt0005229,movie,DuBarry,1915,1,0,0,0,Drama,actress
nm0054956,1,Mr. Barker,0,tt0005229,0,tt0005229,movie,DuBarry,1915,1,0,0,0,Drama,actor
nm0155900,1,Mr. Cherney,0,tt0005229,0,tt0005229,movie,DuBarry,1915,1,0,0,0,Drama,actor
nm0249106,0,Mrs. Eden,1,tt0005229,0,tt0005229,movie,DuBarry,1915,1,0,0,0,Drama,actress
nm0712665,0,Miss Rawlinson,1,tt0005229,0,tt0005229,movie,DuBarry,1915,1,0,0,0,Drama,actress
nm0732933,0,Miss Robinson,1,tt0005229,0,tt0005229,movie,DuBarry,1915,1,0,0,0,Drama,actress
nm0929295,0,Miss Wilkins,1,tt0005229,0,tt0005229,movie,DuBarry,1915,1,0,0,0,Drama,actress
nm0011881,1,Jim Adelstein,0,tt0116052,0,tt0116052,movie,Deadlock: A Passion for Murder,1997,0,0,0,1,Thriller,actor
nm0114657,0,Shari Brown,1,tt0116052,0,tt0116052,movie,Deadlock: A Passion for Murder,1997,0,0,0,1,Thriller,actress
nm0540462,0,Maeve Malone,1,tt0116052,0,tt0116052,movie,Deadlock: A Passion for Murder,1997,0,0,0,1,Thriller,actress
nm0012169,1,Jacob P. Adler,0,tt0004328,0,tt0004328,movie,Michael Strogoff,1914,1,0,0,0,Drama,actor
nm0012238,0,Sarah Adler,1,tt0004598,0,tt0004598,movie,Sins of the Parents,1914,1,0,0,0,Drama,actress
nm0179238,0,Louise Corbin,1,tt0004598,0,tt0004598,movie,Sins of the Parents,1914,1,0,0,0,Drama,actress
nm0376574,1,Ralf Henderson,0,tt0004598,0,tt0004598,movie,Sins of the Parents,1914,1,0,0,0,Drama,actor
nm0012588,1,Daniel Aedo,0,tt0093897,0,tt0093897,movie,La rusa,1987,0,0,0,1,Thriller,actor
nm0285002,1,Remy Fontanillas,0,tt0093897,0,tt0093897,movie,La rusa,1987,0,0,0,1,Thriller,actor
nm0303483,0,Ana Galván,1,tt0093897,0,tt0093897,movie,La rusa,1987,0,0,0,1,Thriller,actress
nm0352987,1,Daniel Haedo,0,tt0093897,0,tt0093897,movie,La rusa,1987,0,0,0,1,Thriller,actor
nm0790661,1,Uwe Sheele,0,tt0093897,0,tt0093897,movie,La rusa,1987,0,0,0,1,Thriller,actor
nm7024094,1,Steve Franckievich Quintet,0,tt0093897,0,tt0093897,movie,La rusa,1987,0,0,0,1,Thriller,actor
nm0012992,1,Martin Agerup,0,tt0105173,0,tt0105173,movie,Primary Motive,1992,0,0,0,1,Thriller,actor
nm0058409,1,Harry Barteau,0,tt0105173,0,tt0105173,movie,Primary Motive,1992,0,0,0,1,Thriller,actor
nm0058410,0,Mary Ann Barteau,1,tt0105173,0,tt0105173,movie,Primary Motive,1992,0,0,0,1,Thriller,actress
nm0099245,1,Michel Boufassa,0,tt0105173,0,tt0105173,movie,Primary Motive,1992,0,0,0,1,Thriller,actor
nm0115075,0,Sally Browne,1,tt0105173,0,tt0105173,movie,Primary Motive,1992,0,0,0,1,Thriller,actress
nm0235625,0,Patricia Dow,1,tt0105173,0,tt0105173,movie,Primary Motive,1992,0,0,0,1,Thriller,actress
nm0278120,0,Jillian Finn,1,tt0105173,0,tt0105173,movie,Primary Motive,1992,0,0,0,1,Thriller,actress
nm0283471,1,Jack Flynn,0,tt0105173,0,tt0105173,movie,Primary Motive,1992,0,0,0,1,Thriller,actor
nm0316250,1,Sal Giannetta,0,tt0105173,0,tt0105173,movie,Primary Motive,1992,0,0,0,1,Thriller,actor
nm0344403,1,Thomas Gruenberg,0,tt0105173,0,tt0105173,movie,Primary Motive,1992,0,0,0,1,Thriller,actor
nm0731692,0,Mary Lou Roberts-Hamers,1,tt0105173,0,tt0105173,movie,Primary Motive,1992,0,0,0,1,Thriller,actress
nm0013038,0,Natascha Aghfurian,1,tt0099195,0,tt0099195,movie,Butterbrot,1990,0,0,1,0,Romance,actress
nm2514973,1,Ludwig Buhl,0,tt0099195,0,tt0099195,movie,Butterbrot,1990,0,0,1,0,Romance,actor
nm2521384,1,Tobias Reiterer,0,tt0099195,0,tt0099195,movie,Butterbrot,1990,0,0,1,0,Romance,actor
nm0013050,0,Rosemary Agiato,1,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actress
nm0013051,1,Tony Agiato,0,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actor
nm0080712,0,Beth Ann Bianco,1,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actress
nm0117435,0,Ann Marie Bryon,1,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actress
nm0152866,1,Charlie Charette,0,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actor
nm0173653,1,Jim Combs,0,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actor
nm0227202,0,Gina Marie DiMartino,1,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actress
nm0303866,1,Chris Gambon,0,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actor
nm0311893,0,Claudia Geiger,1,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actress
nm0400624,1,Gerald Hughes,0,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actor
nm0406242,1,Dean Iacovetti,0,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actor
nm0495949,1,Ed Lebrun,0,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actor
nm0542627,1,Karl Mann III,0,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actor
nm0559802,1,Michael Matteo,0,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actor
nm0569252,1,Jim McGill,0,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actor
nm0569705,0,Stacy McGowan,1,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actress
nm0598139,0,Dona Monique,1,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actress
nm0618697,1,Dan Nachtshein,0,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actor
nm0692917,1,Tom Poster Sr.,0,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actor
nm0738915,1,Lenny Romano,0,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actor
nm0781223,0,Wendy Seda,1,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actress
nm0804385,0,Jennifer Skirkanich,1,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actress
nm0830319,0,Margret Stillwaggon,1,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actress
nm0842136,1,John Sweeney,0,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actor
nm0902322,1,William von Gonten,0,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actor
nm0953267,1,Al Zappala,0,tt0105431,0,tt0105431,movie,Small Kill,1992,0,0,0,1,Thriller,actor
nm0013412,1,Aníbal Aguiar,0,tt0008447,0,tt0008447,movie,Pratas Conquistador,1917,0,1,0,0,Comedy,actor
nm0231489,1,Fernando Domingos,0,tt0008447,0,tt0008447,movie,Pratas Conquistador,1917,0,1,0,0,Comedy,actor
nm0432700,1,Trindade Junior,0,tt0008447,0,tt0008447,movie,Pratas Conquistador,1917,0,1,0,0,Comedy,actor
nm0013451,1,Rafael Aguiera,0,tt0111480,0,tt0111480,movie,Treacherous,1993,0,0,0,1,Thriller,actor
nm0024115,1,José Amate Pérez,0,tt0111480,0,tt0111480,movie,Treacherous,1993,0,0,0,1,Thriller,actor
nm0067362,1,Antonio Bejegas,0,tt0111480,0,tt0111480,movie,Treacherous,1993,0,0,0,1,Thriller,actor
nm0172817,1,Peter Collister,0,tt0111480,0,tt0111480,movie,Treacherous,1993,0,0,0,1,Thriller,actor
nm0261127,1,Eloy Esponiza,0,tt0111480,0,tt0111480,movie,Treacherous,1993,0,0,0,1,Thriller,actor
nm0298559,1,Ricardo Fun,0,tt0111480,0,tt0111480,movie,Treacherous,1993,0,0,0,1,Thriller,actor
nm0338290,1,Roberto Green,0,tt0111480,0,tt0111480,movie,Treacherous,1993,0,0,0,1,Thriller,actor
nm0516373,1,Captain Loaiza,0,tt0111480,0,tt0111480,movie,Treacherous,1993,0,0,0,1,Thriller,actor
nm0551864,1,Adrean Martin,0,tt0111480,0,tt0111480,movie,Treacherous,1993,0,0,0,1,Thriller,actor
nm0552677,1,Leo Martin,0,tt0111480,0,tt0111480,movie,Treacherous,1993,0,0,0,1,Thriller,actor
nm0575713,1,Jorge Castillo Medina,0,tt0111480,0,tt0111480,movie,Treacherous,1993,0,0,0,1,Thriller,actor
nm0680083,1,James Philips,0,tt0111480,0,tt0111480,movie,Treacherous,1993,0,0,0,1,Thriller,actor
nm0739454,1,Jose Oscar Romero,0,tt0111480,0,tt0111480,movie,Treacherous,1993,0,0,0,1,Thriller,actor
nm0844706,1,Antonio Sánchez Dávila,0,tt0111480,0,tt0111480,movie,Treacherous,1993,0,0,0,1,Thriller,actor
nm0864998,1,Daniel Aguirre Tobon,0,tt0111480,0,tt0111480,movie,Treacherous,1993,0,0,0,1,Thriller,actor
nm0884673,1,Jesús Eduardo Valez,0,tt0111480,0,tt0111480,movie,Treacherous,1993,0,0,0,1,Thriller,actor
nm0013827,1,Ernesto Agüeros,0,tt0008233,0,tt0008233,movie,"La luz, tríptico de la vida moderna",1917,0,0,1,0,Romance,actor
nm0134787,0,Margarita Cantón,1,tt0008233,0,tt0008233,movie,"La luz, tríptico de la vida moderna",1917,0,0,1,0,Romance,actress
nm0166817,1,Carlos Clindor,0,tt0008233,0,tt0008233,movie,"La luz, tríptico de la vida moderna",1917,0,0,1,0,Romance,actor
nm0209051,1,Carlos de Juambelz,0,tt0008233,0,tt0008233,movie,"La luz, tríptico de la vida moderna",1917,0,0,1,0,Romance,actor
nm0260362,1,Francisco Escobedo,0,tt0008233,0,tt0008233,movie,"La luz, tríptico de la vida moderna",1917,0,0,1,0,Romance,actor
nm0016264,1,Brett Albanese,0,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actor
nm0037794,0,Loyce Arthur,1,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actress
nm0042094,1,Gary Aumiller,0,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actor
nm0061273,1,Raymond Batt,0,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actor
nm0069576,0,Teresa Beltieri,1,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actress
nm0089725,0,Angela Blumberg,1,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actress
nm0114343,1,Newell Brown,0,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actor
nm0178998,0,Joanne Coraci,1,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actress
nm0201605,1,Douglas Darrell,0,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actor
nm0248986,1,Jeff Edelman,0,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actor
nm0275700,1,Dennis Fico,0,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actor
nm0276680,1,Bob Figueroa,0,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actor
nm0325577,1,Daneil Goldfarb,0,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actor
nm0472095,1,Stan Kromfeld,0,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actor
nm0492459,1,Carl Lawing,0,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actor
nm0678011,0,Jonna Petrillo,1,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actress
nm0678629,1,John Petti,0,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actor
nm0754598,1,Robert Sabattini,0,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actor
nm0883096,0,Theresa Vagliardo,1,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actress
nm2058966,1,Greg Meyer,0,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actor
nm2927997,1,Donald Graham,0,tt0113872,0,tt0113872,movie,Murdered Innocence,1996,0,0,0,1,Thriller,actor
nm0016487,0,Dana 'Nanner' Albert,1,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actress
nm0016590,0,Shauna Albert,1,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actress
nm0019312,1,Richard Alger,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0063801,1,O.M. Bean,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0102268,1,John Boyle,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0168050,1,Richard Coccaro,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
nm0173811,1,Stanley P. Comforti,0,tt0110797,0,tt0110797,movie,Patriots,1996,0,0,0,1,Thriller,actor
