,0
0389793,Edmund Hohndorf
0414939,Axel Jacobsson
0481208,Axel Lagerberg
2598669,Birger Lyne
0657950,Arne Palm
0691964,Gaston Portefaix
0703466,Sven Quick
0745191,Edla Rothgardt
0836642,Albert Ståhl
0910143,Tom Walter
0917911,Ruth Weijden
0014984,The Heritage of the Desert
0929649,Irvin Willat
0769584,Anne Schaefer
0624752,Richard Neill
0112881,Barbara Brower
0011093,Daredevil Jack
0886754,W.S. Van Dyke
0218727,Jack Dempsey
0781298,Josie Sedgwick
0562197,Herschel Mayall
0168562,Albert R. Cody
0486053,Ruth Langdon
0372487,Edward Hearn
0072462,Clyde Benson
0486967,Frank Lanning
0733176,W.C. Robinson
0442068,Al Kaufman
0421244,S.E. Jennings
0169067,Frank Coghlan Jr.
0448012,Edgar Kennedy
0830769,Carl Stockdale
0007671,Baby Mine
0448195,Madge Kennedy
0011115,Kathryn Adams
0191774,John Cumberland
0604656,Frank Morgan
0545201,Sonia Marcelle
0534925,Virginia Madigan
0725909,Jack Ridgeway
0277244,Nellie Fillmore
0012002,A Broken Doll
0862197,Mary Thurman
0410307,Mary Jane Irving
0861401,Lizette Thorne
0727050,Jack Riley
0012475,Moral Fibre
0132926,Webster Campbell
0341464,Corinne Griffith
0130788,Catherine Calvert
0661987,William Parke Jr.
0115005,Harry C. Browne
0174265,Alice Concord
0016174,Old Clothes
0001067,Jackie Coogan
0254535,Lillian Elliott
0096094,Joe Bordeaux
1251719,Dynamite the Horse
0010712,Snow in the Desert
0922386,Walter West
0943914,Poppy Wyndham
0835854,Simeon Stuart
0557697,Mary Masters
0129663,A.B. Caldwell
0015429,The Triflers
0123994,Mae Busch
0636834,Eva Novak
0602905,Lee Moran
0363754,Kasha Haroldi
0999495,Marjorie Montgomery
0014871,The Enemy Sex
0173993,Betty Compson
0269251,Edward Faust
0124189,Pauline Bush
0042552,William Austin
0294172,Pauline French
0016354,Simon the Jester
0639545,Eugene O'Brien
0723678,Lillian Rich
0686845,Billy Platt
0013419,My Friend the Devil
0725021,Charles Richman
0336121,Ben Grauer
0586890,Adolph Milar
0851730,John Tavernier
0829687,Myrtle Stewart
0145359,Barbara Castleton
0561861,Alice May
0789913,Peggy Shaw
0942610,Mabel Wright
0009244,Jules of the Strong Heart
0552239,Edward Martin
0003039,The Keys to Happiness
0789401,Vladimir Shaternikov
0901502,Alexandre Volkoff
0419223,Jasmine
5791890,Kojranskij
0538779,Vladimir Maksimov
5791892,Tokarskij
2215421,M. Trojanov
5791891,Evgenija Uvarova
0013638,Strange Idols
0267914,Dustin Farnum
0679850,Vonda Phelps
0014876,The Fast Set
0794297,Anne Shirley
0126283,Rosalind Byrne
0636199,Edgar Norton
0622307,Louis Natheaux
0209737,Eugenio de Liguoro
0910509,Fred Walton
0600333,Christina Montt
0006734,The Golden Idiot
0077928,Arthur Berthelet
0913341,Bryant Washburn
0885128,Virginia Valli
0582440,Arthur Metcalfe
0059186,Julien Barton
0092780,Robert Bolder
0112569,William Brotherhood
0272450,Helen Ferguson
0009465,Our Mrs. McChesney
0000856,Ethel Barrymore
0672893,Walter Percival
0820600,William H. St. James
0872862,George S. Trimble
0178367,Sammy Cooper
1378588,Fred Walters
0013647,The Sunshine Trail
0395023,James W. Horne
0533764,Douglas MacLean
0156124,Rex Cherryman
0366133,Al Hart
0298854,Barney Furey
0007667,Bab's Diary
0205986,J. Searle Dawley
0164244,Marguerite Clark
0604833,Leone Morgan
0641683,Isabel O'Madigan
0001932,Richard Barthelmess
0338773,Helen Greene
0177700,Guy Coombs
0639631,John B. O'Brien
0643976,George Odell
0014223,"Love, Life and Laughter"
0669260,George Pearson
0050151,Betty Balfour
0427309,Harry Jonas
0822623,Frank Stanmore
0260719,Annie Esmond
0697066,Nancy Price
0265498,Sydney Fairbrother
0808145,Eric Smith
0824881,A. Harding Steerman
0725923,Audrey Ridgewell
0394322,Gordon Hopkirk
0196504,Dacia Deane
0011821,The Very Idea
0934749,Lawrence C. Windom
0392067,Taylor Holmes
0164664,Betty Ross Clarke
0505351,Jack Levering
0553273,Edward Martindel
0730204,Jean Robb
0504440,Edward Lester
0544987,Fay Marbe
0014834,Daughters of Today
0836316,Rollin S. Sturgeon
0336339,Ralph Graves
0614234,Edna Murphy
0629589,George Nichols
0163255,Gertrude Claire
0806565,Phillips Smalley
0886751,Truman Van Dyke
0940583,Dorothy Wood
0094918,Marjorie Bonner
0007968,Forbidden Paths
0861336,Robert Thornby
0680285,Carmen Phillips
0917837,Paul Weigel
0180679,Gino Corrado
0013413,Mr. Potter of Texas
0923594,Leopold Wharton
0884267,Louiszita Valentine
0388095,Raymond Hodge
0810822,Gloria Smythe
0936703,Gerard Witherby
0139714,Harry Carr
0013585,Secrets of Paris
0815438,Harry Sothern
0792727,J. Barney Sherry
0417012,Walter James
0858981,Jane Thomas
0014703,The Beautiful Sinner
0096997,Edward W. Borman
0013837,April Showers
0601067,Colleen Moore
0888990,Myrtle Vane
0126391,Jack Byron
0269110,Ralph Faulkner
0570297,Tom McGuire
0782999,Norman Selby
0329042,Danny Goodman
0014341,Our Hospitality
0000036,Buster Keaton
0731247,Joe Roberts
0124287,Francis X. Bushman Jr.
0172560,Monte Collins
0911469,Craig Ward
0444172,Joe Keaton
0102901,Kitty Bradbury
0444167,Buster Keaton Jr.
0175068,Erwin Connelly
0241449,Jean Dumas
0016419,That Old Gang of Mine
0876438,May Tully
0424292,Brooke Johns
0114786,Thomas S. Brown
0006722,The Girl with the Green Eyes
0478296,Julian L'Estrange
0528096,Edith Lyle
0521073,Lorna Volare
0914778,Lucile Watson
0003299,A Prisoner in the Harem
0754823,Paul Sablon
0440059,Darwin Karr
0292407,Fraunie Fraunholz
0014045,Flaming Youth
0106442,Sylvia Breamer
0824332,Myrtle Stedman
0528908,Ben Lyon
0056754,George Barraud
0201292,Michael Dark
0193439,Marie Curtis
5820851,Gladys DePoy
5820849,Dorothy Dial
5820852,Mary Louise Hartje
0429982,Jack Jordan
5820853,Mare Launcelot
0601063,Cleve Moore
0662280,Grace Parker
8621193,Jack Parker
5820850,Patricia Prevoss
0831836,Doris Stone
0003988,The Fortune Hunter
0641967,Barry O'Neil
0254671,William Elliott
0817956,George Soule Spencer
0104892,Charles Brandt
0165691,Ethel Clayton
0108503,Betty Brice
0442180,Joseph Kaufman
0930584,Florence Williams
0197360,James Daly
0068213,Gaston Bell
0117008,Ruth Bryan
0045731,Frank Backus
0483094,Clara Lambert
0703749,Alan Quinn
0862751,Ferdinand Tidmarsh
0053820,Edwin Barbour
0911139,Richard Wangermann
0910321,Mrs. George W. Walters
0012425,The Mad Marriage
0616659,Carmel Myers
0116643,William Brunton
0912160,Virginia Ware
0191596,Margaret Cullington
0823524,Jane Starr
0230875,Nola Luxford
0007346,The Silent Battle
0313532,Maude George
0141650,Harry Carter
0359823,Ray Hanford
0009078,The Flash of Fate
0823597,Sally Starr
0648632,Dana Ong
0456189,Madge Kirby
0000875,L. Frank Baum
0534254,Frank MacQuarrie
0014402,Refuge
0006276,Victor Schertzinger
0204724,J. Gunnis Davis
0330577,J. Gordon Russell
0607605,Grace Morse
0693055,Victor Potel
0652898,Elita Proctor Otis
0008612,Sowers and Reapers
0917575,Emmy Wehlen
0160316,George Christie
0663334,Peggy Parr
0003193,Harry Davenport
0566424,Claire McCormack
0877536,Emanuel A. Turner
0395688,Walter Horton
0087206,Kate Blancke
0766706,Grace Saum
0008442,Polly of the Circus
0391440,Edwin L. Hollywood
0394524,Charles Horan
0478806,Harry LaPearl
0687031,Wellington A. Playter
0479164,Lucille La Verne
0497152,Dick Lee
0726178,Charles Riegel
0816149,Lucille Southerwaite
0391194,Jack B. Hollis
0758602,Helen Sallinger
0894679,Isabel Vernon
0174078,Viola Compton
0139750,John Carr
0139862,Stephen Carr
0130104,Mildred Call
0829654,Maurice Steuart
1256553,Bingo and the Rest of the Beasts
0911688,Lillian Ward
0013024,Conquering the Woman
0121831,Peter Burke
0865178,Harry Todd
0016706,The Canadian
0064415,William Beaudine
0658029,Mona Palma
0125432,Billy Butts
0015504,The Wolf Man
0290072,Alma Francis
0600110,Max Montesole
0919966,Charles Wellesley
0087952,Richard Blaydon
0368973,D.R.O. Hatswell
0356800,Ebba Mona
0011159,The Scandal
0194098,Alfredo Baltazar Cuellar
0134469,Enrique Cantalaúba
1505335,Ana Cozzi
0185525,María Cozzi
0554305,Eduardo Martorell
0652759,Emilia Otaza
0749618,Emilia Ruiz del Castillo
0869801,Enrique Tovar Ávalos
0882092,Eduardo Urriola
0004473,The Pit
0480107,Wilton Lackaye
0055865,Chester Barnett
0216472,Hattie Delaro
0408865,George Ingleton
0437312,Gail Kane
0650051,W.A. Orlemond
0835752,Julia Stuart
0934399,Simeon Wiltsie
0008248,The Magnificent Meddler
0937581,William Wolbert
0603875,Antonio Moreno
0027159,Mary Anderson
0209321,Leon De La Mothe
0455653,George Kunkel
0014498,South Sea Love
0783461,David Selman
0322551,J. Frank Glendon
0629868,Lillian Nicholson
0484133,Fred Lancaster
0176621,Robert Conville
0015640,Borrowed Finery
0186440,Ward Crane
0854414,Lou Tellegen
0855036,Barbara Tennant
0012057,Coincidence
0936767,Chester Withey
0907913,June Walker
0067637,Frank Belcher
0856021,June Ellen Terry
0014348,Para toda la vida
0674398,Benito Perojo
0890993,Simone Vaudry
0776914,Maurice Schutz
0140238,Carmen Carreras
0760646,Manuel San Germán
0599365,Manuel Montenegro
0130982,Rafael Calvo
0409933,Tomás Iriarte
0061682,Henri Baudin
0578702,Paul Menant
1258171,Ángeles Peña
0599363,José Montenegro
1311898,Max Claudet
0272672,Marie-Ange Fériel
0007062,Milestones
0072872,Thomas Bentley
0255695,Isobel Elsom
0621416,Owen Nares
0347771,Campbell Gullan
0340640,Minna Grey
0361889,Hubert Harben
0399171,Esme Hubbard
0948673,Cecil Morton York
0871314,Roy Travers
0195391,Lionel d'Aragon
1025994,Herbert Daniel
0334029,Ernest A. Graham
0216580,Winifred Delevanti
0358256,Molly Hamley-Clifford
0008394,Ossi's Diary
0858164,Hermann Thimig
0476130,Emilie Kurz
0776458,Fritz Schulz
0008698,Triumph
0680368,Dorothy Phillips
0832968,William Stowell
0245802,William Dyer
1530337,Helen Wright
1279209,Ruth Elder
1280851,William Langdon Pragen
0009289,Lest We Forget
0427139,Rita Jolivet
0720812,Hamilton Revelle
0766705,Cliff Saum
0736216,Emil Roe
0808453,Henry Smith
0674689,Gaby Perrier
0178417,Texas Cooper
0820742,H.P. St. Leger
0314946,Edward Gerstle
0281270,Georges Flateau
0016386,The Splendid Road
0000859,Lionel Barrymore
0204547,Edwards Davis
0801193,Russell Simpson
0051628,George Bancroft
0307929,Pauline Garon
0206496,Marceline Day
1531985,Baby Bobby Jensen
0016273,Recompense
0064600,Harry Beaumont
11957982,Katharine Lewis
0497244,Etta Lee
0016212,The Perfect Clown
0580596,Joan Meredith
0068520,Spencer Bell
0001316,Oliver Hardy
0018419,Frank Alexander
0280707,Paul Fix
0281940,Alice Fletcher
0392059,Stuart Holmes
0656325,Robert Page
0015442,The Turmoil
0180975,Emmett Corrigan
0317064,Kenneth Gibson
0007167,Peggy
0316794,Charles Giblyn
0221488,William Desmond
0859306,Nona Thomas
0789451,Truly Shattuck
0008519,A Romance of the Redwoods
0013964,Cyclone Jones
0781601,Charles R. Seeling
0930711,Guinn 'Big Boy' Williams
0666538,Bill Patton
0571167,J.P. McKee
0172431,Kathleen Collins
0013662,Tess of the Storm Country
0868456,David Torrence
0732624,Forrest Robinson
0398316,Danny Hoy
0751415,Robert Russell
0767684,Gus Saville
0207476,Madame De Bodamere
0000926,Milton Berle
0139370,Jeanne Carpenter
2581042,Maxine Tabnac
0898380,Mavis Villiers
0010184,"Good Gracious, Annabelle"
0235063,Gilbert Douglas
0143473,Leslie Casey
0199061,Gordon Dana
0241958,Delle Duncan
0236203,Olga Downs
0104001,Thomas Braidon
0933066,Billie Wilson
0015397,That French Lady
0170969,Charles Coleman
0064611,Lucy Beaumont
0147704,Nora Cecil
0012885,Alexandra
0294276,Theo Frenkel
0208720,Paul de Groot
0386830,Coen Hissink
0208459,Annie de Freeze
0774662,Robert Scholtz
0435227,Willy Kaiser-Heyl
0775489,Henny Schroeder
0547998,Oscar Marion
0887001,Vera van Haeften
0921765,Annie Wesling
1463452,Dora Friese
0012114,The Dollar-a-Year Man
0241652,J.M. Dumont
0828381,Edwin Stevens
0425223,Henry Johnson
0016232,Poil de carotte
0245213,Julien Duvivier
0470307,Henry Krauss
0053639,Charlotte Barbier-Krauss
3482433,André Heuzé
0372020,Fabien Haziza
3459800,Renée Jean
0953431,Lydia Zaréna
0486485,Yvette Langlais
5753501,Nora Sylvère
0012744,The Ten Dollar Raise
0806143,Edward Sloman
0597995,William V. Mong
0209323,Marguerite De La Motte
0687637,Lincoln Plumer
0008629,The Stolen Paradise
0626341,Pinna Nesbit
0287067,Robert Forsyth
0366404,Lew Hart
0715409,Edward Reed
0736215,Edwin Roe
0229626,Ivan Dobble
0011974,The Black Panther's Cub
0827261,Henry Stephenson
0234714,Paul Doucet
0581240,Don Merrifield
0142597,Henry Carvill
0741830,William Roselle
0790134,Paula Shay
0113680,Halbert Brown
0413349,Charles Jackson
0483020,Ernest Lambart
0694362,Tyrone Power Sr.
0206807,Mademoiselle Dazie
0107632,Eugène Bréon
0008458,The Pride of the Clan
0115099,Kathryn Browne-Decker
0206447,Joel Day
0014229,Lucretia Lombard
0492757,Florence Lawrence
0015248,The Price She Paid
0534288,Henry MacRae
0103619,Ed Brady
0939706,Freeman Wood
0104756,Dick Brandon
0009411,The Mysterious Client
0942396,Fred E. Wright
0145274,Irene Castle
0645941,Warner Oland
0013402,Monte Cristo
0283444,Emmett J. Flynn
0852347,Estelle Taylor
0167034,Ralph Cloninger
0277313,Al W. Filson
0181809,Jack Cosgrave
0132474,George Campbell
0462434,Willard Koch
0447598,Howard Kendall
0321934,Gaston Glass
0015801,The Late Mathias Pascal
0610620,Ivan Mozzhukhin
0602914,Lois Moran
0578129,Marthe Mellot
0142120,Pauline Carton
0674881,Irma Perrot
0058241,Mireille Barsac
0800302,Michel Simon
0235477,Isaure Douvan
0060715,Pierre Batcheff
0879412,Georges Térof
1282905,J.N. Douvan-Tarzow
0682769,Jane Pierson
0756665,Jeanne Saint-Bonnet
0796349,Solange Sicard
0009515,Die Prinzessin von Urbino
0499245,Paul Legband
0420699,Ria Jende
0745073,Eduard Rothauser
0002161,Hans Albers
0010416,O Mais Forte
0657928,George Pallu
0377663,Alfredo Henriques
0598160,Pato Moniz
0798282,Duarte Silva
0010717,Some Bride
0653253,Henry Otto
0191956,Ruth Cummings
0556607,Billy Mason
0139331,Florence Carpenter
0014004,Driven
0102643,Charles Brabin
0570639,Burr McIntosh
0532956,Charles Emmett Mack
0467000,Fred Koser
0151360,Ernest Chandler
0832955,Leslie Stowe
0010808,Turning the Tables
0321088,Dorothy Gish
0134252,Raymond Cannon
0867118,Kate Toncray
0912833,Fred Warren
0835041,Porter Strong
0573915,Norman McNeil
0011586,Polly of the Storm Country
0744504,Arthur Rosson
0123540,Charlotte Burton
0480753,Ruby Lafayette
0884175,Maurice Valentin
0601077,Michael D. Moore
0237642,Cora Drew
0168845,Cameron C. Coffey
0744514,Richard Rosson
0011822,The Vice of Fools
0341486,Edward H. Griffith
0330217,Robert Gordon
0308407,Elizabeth Garrison
0010141,The Forbidden Room
0455014,Louis King
0179247,Virginia Lee Corbin
0139333,Francis Carpenter
0016079,Man and Maid
0591912,David Mir
0343972,Gerald Grove
0588003,Winston Miller
0580272,Jane Mercer
0366837,Irving Hartley
0221429,Dagmar Desmond
0504485,Leonie Lester
0015715,The Crimson Runner
0209772,Ilsa De Lindt
0507568,Mitchell Lewis
0013428,Nathan der Weise
0633394,Manfred Noa
0212234,Carl de Vogt
0251432,Lia Eibenschütz
0616053,Bella Muzsnay
0504811,Rudolf Lettinger
0775624,Ernst Schrumpf
0775180,Max Schreck
0902980,Wolfgang von Schwindt
0559305,Ernst Matray
0775594,Carl-Heinz Schroth
0014651,The Age of Innocence
0635500,Gertrude Norman
0392142,Sigrid Holmquist
0254557,Maxine Elliott Hicks
0016510,Welcome Home
0181811,Luke Cosgrave
0062828,Warner Baxter
0376702,Ben Hendricks Sr.
0606761,Margaret Morris
0914486,Adele Watson
0008439,The Plow Woman
0070791,Kingsley Benedict
0689737,Eddie Polo
0403271,George Hupp
0122909,Tommy Burns
0005076,Charley's Aunt
0152260,Syd Chaplin
0788281,Ethel Shannon
0656200,James E. Page
0365637,James Harrison
0015366,Mary Akin
0294089,George B. French
0668495,Blanche Payson
0009017,Dodging a Million
0875869,George Loane Tucker
0041318,Shirley Aubert
0199340,Rita Dane
0819562,Norah Sprague
0081137,Bruce Biddle
0181251,Armand Cortes
0806961,Joseph W. Smiley
11498661,Constance Carper
0005832,On the Night Stage
0593671,Rhea Mitchell
0366586,William S. Hart
0154184,Tom Chatterton
0358164,Shorty Hamilton
0930290,Clara Williams
0932381,Leo Willis
0013630,Speed
0782707,George B. Seitz
0404431,Charles Hutchison
0227022,John Webb Dillion
0094855,Cecile Bonnel
0894234,Winifred Verina
0192494,Joe Cuny
0329565,Tom Goodwin
0714204,Charles 'Patch' Revada
0324438,R. Henry Grey
0009828,The Woman Between Friends
0174730,A.B. Conkwright
0507411,Katherine Lewis
0561126,Mary Maurice
0817329,Edith Speare
0012312,In the Heart of a Fool
0132699,Margaret Campbell
0006221,The Victory of Virtue
0916904,Harry McRae Webster
0392015,Rapley Holmes
0397142,Bert Howard
0580961,John Merkyl
0654103,Cecil Owen
0826566,Arthur Stengard
0949199,Marie Yould
0009915,Behind the Door
0636857,Jane Novak
0516930,J.P. Lockney
0039278,Thomas Ashton
0915626,Richard Wayne
0008010,A Girl of the Timber Claims
0394135,Clyde E. Hopkins
0125993,Beau Byrd
0776699,Bennie Schumann
0848230,Margaret Talmadge
0496972,Charles Lee
0016915,The Violinist of Florence
0194492,Paul Czinner
0074949,Elisabeth Bergner
0339669,Nora Gregor
0727210,Walter Rilla
0608653,Grete Mosheim
0687226,Ellen Plessow
0008865,Beans
0314699,Charles K. Gerrard
0493073,W.E. Lawrence
0161366,Fred Church
0006428,The Big Sister
0745525,Matty Roubert
0201367,Ida Darling
0950102,Tammany Young
0322308,Joseph Gleason
0355661,J. Albert Hall
0015468,Wandering Husbands
0767395,Turner Savage
0011383,Lady Rose's Daughter
0285684,Hugh Ford
0694080,David Powell
0003367,The Shattered Vase
0946238,Varvara Yanova
0015662,The Calgary Stampede
0316995,Hoot Gibson
6174560,Pierre Faunce
0174101,Clark Comstock
0780425,Ynez Seabury
0179789,Jim Corey
0567122,W.T. McCulley
0339803,Ena Gregory
0950112,Tex Young
0319272,Bob Gillis
3045882,Pat Patterson
0068235,Hank Bell
0000974,Walter Brennan
0012600,The Queen of Sheba
0250053,J. Gordon Edwards
0090029,Betty Blythe
0500021,Fritz Leiber
0520895,Claire de Lorez
0382229,Herbert Heyes
0601706,Pat Moore
0330318,Joan Gordon
0362775,William Hardy
0147391,Paul Cazeneuve
0185968,Nell Craig
0186079,Earl Crain
0184450,Frederick Ko Vert
0515292,Robert Livingston
0012249,Hamlet
0300544,Svend Gade
0769942,Heinz Schall
0003425,Asta Nielsen
0175761,Paul Conradi
0104965,Mathilde Brandt
0903235,Eduard von Winterstein
0830047,Heinz Stieda
0009872,Fritz Achterberg
0007506,The Vagabond Prince
0912478,H.B. Warner
0456807,Katherine Kirkwood
1616238,James McLaughlin
0121706,J. Frank Burke
0013062,Deserted at the Altar
0397678,William K. Howard
0574737,Edward McWade
0064601,Helen Howard
0009677,Das Tagebuch einer Verlorenen
0603803,Erna Morena
0716829,Paul Rehkopf
0919458,Ilse Wejrmann
0477815,Marga Köhler
0007185,The Pillory
0838074,Frederick Sullivan
0478359,Florence La Badie
0549187,George Marlo
0795218,Marie Shotwell
0371500,Marie Haynes
0817218,Nellie Parker Spaulding
0177416,Ethyle Cooke
0071518,Yale Benner
0781564,James Seeley
0016028,Little Annie Rooney
0341503,Gordon Griffith
0771907,Carlo Schipa
0640837,Spec O'Donnell
0269572,Hugh Fay
0883923,Vola Vale
0125337,Joe Butterworth
0748979,Oscar Rudolph
0074122,Bernard Berger
0095362,George Bookasta
1259025,Cameo the Dog
0330036,Robert Gordon
12605593,Stanton Heck Jr.
0396690,Newton House
0413511,Eugene Jackson
0413529,Freddie Jackson
0769677,Albert Schaefer
0911556,George Ward
0008536,Satan Triumphant
0514027,Nathalie Lissenko
0667755,Polycarpe Pavloff
0149349,Aleksandr Chabrov
0650153,Vera Orlova
13941828,Georgiy Nekrasov
0009594,Secret Strings
0854382,Olive Tell
0446953,William J. Kelly
0906542,Marie Wainwright
0420292,Hugh Jeffrey
0936051,Barbara Winthrop
0876178,Bert Tuey
0806960,John Smiley
0492739,Edward Lawrence
0012409,Love Never Dies
0303780,Fred Gamble
0113930,Julia Brown
0014104,Los guapos
0635341,Manuel Noriega
1254896,Sofía Alverá
0317715,Antonio Gil Varela 'Varillas'
0575278,Ramón Meca
0618749,Juan Nadal
0729294,Javier de Rivera
0751309,Manuel Russell
0812933,Enriqueta Soler
0959226,Eugenia Zúffoli
0006346,The Almighty Dollar
1219765,George Anderson
0402074,Miss Humphries
0620942,Deborah Nanson
0580586,Jack Meredith
0014082,Gimme
0400912,Rupert Hughes
0149484,Helene Chadwick
0408151,David Imboden
0908784,May Wallace
0393998,Jean Hope
0807301,Bertram Anderson-Smith
0222524,Robert DeVilbiss
0363187,Sheila Harkness
0639443,Betty O'Brien
0016187,Otoko gokoro
0331482,Heinosuke Gosho
1442720,Kashichi Shimada
0645436,Sôtarô Okada
4389505,Shunrô Takeda
1656100,Yukiko Tsukuba
2393527,Benryû Toda
0015497,Why Men Leave Home
0071582,Alma Bennett
0504144,Lila Leslie
0130797,E.H. Calvert
0874124,Howard Truesdale
0007304,The Scarlet Woman
0678232,Olga Petrova
0393818,Arthur Hoops
0330188,Frances Gordon
0360203,Franklyn Hanna
0016525,The White Monkey
0005847,Phil Rosen
0896109,Henry Victor
0547975,George F. Marion
0132321,Colin Campbell
0532957,Charles W. Mack
0494139,Flora le Breton
0016744,Dan Albert
0096152,Olive Borden
0782962,Evelyn Selbie
0203406,Lawford Davidson
0931192,Lottie Williams
0015406,Three Days to Live
0317200,Tom Gibson
0605895,Jay Morley
0827029,Hal Stephens
7448324,Helen Howell
0519549,Jimmy Lono
9332411,George Webster
0011039,Burning Daylight
0423424,Edward Jobson
0607231,Louis Morrison
0355951,Newton Hall
0249782,Aaron Edwards
0877858,Scott Turner
0007188,The Place Beyond the Winds
0950330,Alice May Youse
0694640,William Powers
0238864,Countess Du Cello
0010959,Always Audacious
0519695,Margaret Loomis
0071657,Charles Bennett
0011621,Respectable by Proxy
0242800,William R. Dunn
0830456,Bessie Stinson
0058081,Margaret Barry
0861696,Morgan Thorpe
0012004,The Broken Spur
0933045,Ben F. Wilson
0398300,Jack Hoxie
0625361,Evelyn Nelson
0919574,Jim Welch
0568984,Wilbur McGaugh
0017081,Lost at Sea
0455592,Natalie Kingston
0769588,Billy Kent Schaefer
0230104,Neal Dodd
0011443,The Marriage Pit
0861002,Frederick A. Thomson
0875924,Lillian Tucker
0830990,Belle Stoddard
0410352,Boyd Irwin
0894689,Judson Vernon
0378922,Will Herford
0004207,The Last Egyptian
0715743,Vivian Reed
0651664,Jefferson Osborne
0920323,Mai Wells
0881625,Jane Urban
0203750,Howard Davies
0601212,Frank Moore
0118667,Ora Buckley
0183278,Pierre Couderc
0940927,Fred Woodward
0016514,The Wheel
0358029,Mahlon Hamilton
0330352,Julia Swayne Gordon
0364710,George Harris
0478388,Erin La Bissoniere
0397978,Hazel Howell
0005554,The Island of Regeneration
0106151,Jack Brawn
0378587,Lillian Herbert
0014039,The Fighting Blade
0048684,Lee Baker
0908797,Morgan Wallace
0756076,Stuart Sage
0853517,Phil Tead
0454438,Allyn King
0365042,Marcia Harris
0016241,Pretty Ladies
0068419,Monta Bell
0850896,Lilyan Tashman
0709540,Bernard Randall
0194989,Helena D'Algy
0255016,Paul Ellis
0195460,Roy D'Arcy
0497344,Gwen Lee
0780811,Dorothy Seastrom
0367612,Lew Harvey
0399313,Chad Huber
0795888,Walter Shumway
0187863,Dan Crimmins
0703869,James Quinn
0001479,Carole Lombard
0001485,Myrna Loy
0743017,Bodil Rosing
0012408,The Love Light
0547966,Frances Marion
0861000,Fred Thomson
0680376,Eddie Phillips
0207591,Jean De Briac
0012105,The Devil Within
0674986,Bob Perry
0331049,Charles Gorman
0408421,Kirk Incas
0213020,Hazel Deane
0013824,All the Brothers Were Valiant
0570006,Malcolm McGregor
0235521,Billie Dove
0649927,William Orlamond
0112897,Otto Brower
0716818,Curt Rehfeld
0082501,Ted Billings
9294303,Gwendolynne D'Amour
0014189,Law of the Lawless
0467185,Theodore Kosloff
0006581,Desperation
0002061,Maurice Elvey
0728230,Elisabeth Risdon
0344059,Fred Groves
0627599,Guy Newall
0914651,Henrietta Watson
0188532,Hugh Croise
0011779,The Toll Gate
0372202,Richard Headrick
1287490,Fritz the Horse
0015931,How Baxter Butted In
0222902,Dorothy Devore
0551226,Virginia Marshall
0013180,Gleam O'Dawn
0066024,Barbara Bedford
0863505,Edwin B. Tilton
0010999,Blackmail
0280205,Dallas M. Fitzgerald
0877550,Florence Turner
0737634,Jack Roi
0013386,Merry-Go-Round
0002233,Erich von Stroheim
0679907,Mary Philbin
0843239,Lillian Sylvester
0908613,Dorothy Wallace
0249530,Albert Edmondson
0176302,Albert Conti
0454559,Charles King
0646840,Fenwick Oliver
0891339,Anton Vaverka
1254917,Sadie Campbell
0382974,Tommy Hicks
5810125,Donald Hughes
0571514,Ella McKenzie
0571534,Ida Mae McKenzie
0614311,Jack Murphy
0011912,After the Show
0816123,Eve Southern
0454545,Carlton S. King
0780457,Stella Seager
0008991,The Danger Mark
0528931,Gertrude McCoy
0330442,Maude Turner Gordon
0014031,The Face on the Bar-Room Floor
0256247,Ralph Emerson
0532349,Norval MacGregor
0011580,Pleasure Seekers
0358567,Elaine Hammerstein
0165744,Marguerite Clayton
0016803,Dollarmillionen
0909436,Sigurd Wallén
0019268,Margita Alfvén
0373340,Fredrik Hedlund
0316907,Constance Gibson
0160135,Albert Christiansen
0826227,Elsa Steinvall
0401623,Axel Hultman
0477708,Ivar Kåge
0736278,Ester Roeck Hansen
0225885,Anna Diedrich
0391580,Thure Holm
0472238,Olof Krook
0540226,Otto Malmberg
0703217,Isa Quensel
0919775,Kurt Welin
0011530,An Old Fashioned Boy
0431417,Gloria Joy
0114865,Virginia Brown
0009258,Kidder and Ko
0048864,Richard Foster Baker
0782985,Gertrude Selby
0365428,Wadsworth Harris
0007199,Polly Put the Kettle On
0818031,Marvel Spencer
0060012,Lina Basquette
0311375,George Gebhardt
0636474,Lawrence Noskowski
0902381,Armin von Harder
0188248,T.D. Crittenden
0015861,The Bride of Glomdal
0003433,Carl Theodor Dreyer
0803070,Einar Sissener
0854396,Tove Tellback
0926741,Stub Wiberg
0832643,Harald Stormoen
0832638,Alfhild Stormoen
0488874,Oscar Larsen
0878474,Einar Tveito
0711405,Rasmus Rasmussen
0717860,Sofie Reimers
0483837,Julie Lampe
0804426,Henny Skjønberg
0012116,Don't Neglect Your Wife
0330489,Norma Gordon
0533808,R.D. MacLean
0007404,The Strength of the Weak
0376529,Lucius Henderson
0298301,Mary Fuller
0072911,Curtis Benton
0079966,Clara Beyers
0014959,Grevarna på Svansta
0297039,Einar Fröberg
0085021,Hugo Björne
0391530,Magda Holm
0862727,Inga Tidblad
0085005,Manda Björling
0085019,Gerda Björne
0353770,Justus Hagman
0526534,Inez Lundmark-Hermelin
0736279,Harry Roeck Hansen
0917912,Tor Weijden
