,0
0625328,Doris Nelson
0675610,Karl Persson
0803601,Tekla Sjöblom
0959818,Olof Ås
0016847,Faust
0417837,Emil Jannings
0394806,Camilla Horn
0346914,Yvette Guilbert
0054044,Eric Barclay
0707765,Hanna Ralph
0297529,Werner Fuetterer
0105970,Hans Brausewetter
0618450,Lothar Müthel
0254690,Hans Rameau
0903189,Hertha von Walther
0943644,Emmy Wyda
0007599,The Yellow Passport
0102270,John W. Boyle
0484472,Mrs. David Landau
0453820,Mrs. E.M. Kimball
0153162,Thomas Charles
0352454,Florence Hackett
0270684,Silas Feinberg
0013695,The Top of New York
0071658,Charles Bennett
0005393,The Girl of the Golden West
0454458,Anita King
0534221,Jeanie Macpherson
0478298,Richard L'Estrange
0238061,Tex Driscoll
0649740,John Oretgo
0342658,James Griswold
0006084,The Spendthrift
0250480,Walter Edwin
0272118,Irene Fenwick
0445035,Cyril Keightley
0242032,Malcolm Duncan
0629849,John Nicholson
0272538,Mattie Ferguson
0767931,Viola Savoy
0500219,Grace Leigh
0352459,J.C. Hackett
0683363,Roy Pilcher
0231224,Miss Dolores
0340641,Miss Yaha Grey
0681147,Miss Phyllis
0925245,Miss Hebe White
0014359,Pioneer Trails
0725587,Joe Rickson
6249390,Monte Clare
0009126,The Grain of Dust
0720886,Harry Revier
0907973,Lillian Walker
0908823,Ramsey Wallace
0217624,Ralph Delmore
0642189,James O'Neill
0206388,Edith Day
0879094,Jacques Tyrol
0281968,Cecil Fletcher
0274878,Elizabeth Ferris
0377832,George Henry
0164957,Redfield Clarke
0903362,Marjorie Vonnegut
0263345,Lawrence Evart
0014631,You Can't Fool Your Wife
0620519,Nita Naldi
0672068,Daniel Pennell
0007427,Tangled Hearts
0255216,Marjorie Ellison
0294090,Georgia French
0153702,Colin Chase
0011005,The Blood Barrier
0242554,Eddie Dunn
0212860,Louis Dean
0018457,Gus Alexander
0016319,Scarlet Saint
0713302,John Raymond
0627440,George Neville
0011628,The Right to Lie
0136888,Edwin Carewe
0714064,Grace Reals
0340296,Clare Grenville
0715742,Violet Reed
0095513,John Boone
0020930,Rae Allen
0009988,The Career of Katherine Bush
0213156,Anne Dearing
0352443,Albert Hackett
0516967,Earl Lockwood
0810298,Walter Smith
0591611,Robert Minot
0682346,Edith Pierce
0800890,Allan Simpson
0014508,The Steel Trail
0242139,William Duncan
0940617,Harry Woods
0807238,Albert J. Smith
0285694,Janet Ford
0709641,Mabel Randall
0016013,Lazybones
0097648,Frank Borzage
0008950,Carmen
0509573,Harry Liedtke
0902607,Leopold von Ledebur
0892885,Albert Venohr
0014605,The White Sister
0479175,Juliette La Violette
0784988,Gustavo Serena
0078261,Alfredo Bertone
0406395,Roman Ibanez
0553335,Alfredo Martinelli
0137706,Ida Carloni Talli
0895868,Giovanni Viccola
0054165,Antonio Barda
0195534,Giacomo D'Attino
0345234,Michele Gualdi
0667943,Giuseppe Pavoni
0811970,Francesco Socinus
0537064,Sheik Mahomet
0543836,Duncan Mansfield
1266853,Thelma Raye
0011971,Bilet Ferat
0481520,Nitish Chandra Lahiri
0304358,Dhirendranath Ganguly
0657171,Manmatha Pal
0149821,Kunjalal Chakraborty
0839825,Sushilabala
1548270,Nripen Bose
1273056,Shishubala
0011695,The Silver Horde
0177527,Curtis Cooksey
5262347,Ervin Denecke
0822747,Fred R. Stanton
0014517,Success
0878978,Brandon Tynan
0203300,Dore Davidson
0725897,Stanley Ridges
0704334,Billy Quirk
0671747,Steve Pendleton
0940258,John Woodford
0004027,A Good Little Devil
0874139,Ernest Truex
0635919,William Norris
0581004,Iva Merlin
0072118,Wilda Bennett
0320761,Etienne Girardot
0492442,Ernest Lawford
5453378,Laura Grant
5453206,Dennis Cleugh
0929172,Joseph A. Wilkes
0384051,Arthur Hill
0067584,David Belasco
0012151,False Kisses
0163746,Camilla Clark
0402546,Madge Hunt
0936058,Fay Winthrop
0007218,The Prince Chap
0153185,Mary Charleson
0195427,Camille D'Arcy
0269507,Margaret Fawcett
0169375,Fannie Cohen
0011334,The Invisible Divorce
0222401,Nat G. Deverich
0589494,Walter Miller
0061044,Tom Bates
0016294,The Road to Yesterday
0771584,Joseph Schildkraut
0332135,Jetta Goudal
0635540,Josephine Norman
0071031,Wilson Benge
0002014,Iron Eyes Cody
0709491,Sally Rand
0006311,The Wonderful Adventure
0552758,Mary Martin
0203383,John Davidson
0013221,Head Over Heels
0075960,Paul Bern
0014314,A Noise in Newboro
0009416,Mästerkatten i stövlar
0039377,Sam Ask
0071086,Gustaf Bengtsson
0116308,Palle Brunius
0116799,Einar Bruun
2642656,Anna Carlsten
0293005,Gustaf Fredrikson
0439455,Karl Gerhard
5794542,Hugo Jacobson
0423729,Carl Johannesson
0234670,Carl Schenstrøm
0005098,Clarita y Peladilla en el Football
0604105,María Moreno
0957985,Pedro Zorrilla
0868790,Paquita Torres
0739190,Alberto Romea
0010833,The Usurper
0751036,Bob Russell
0152297,Audrey Chapman
0137621,Helen Carlisle
0013000,Cardigan
0633605,John W. Noble
0139279,Betty Carpenter
0191971,Thomas Cummings
0683265,William Pike
7650738,Charles E. Graham
0523878,Madeleine Lubetty
0341487,Eleanor Griffith
0795051,Florence Short
0517258,George Loeffler
0932493,William Willis
0401728,Austin Hume
0016690,Brown of Harvard
0318829,Donald Reed
0018685,Richard Alexander
0515967,Doris Lloyd
0840316,Grady Sutton
0866834,Daniel G. Tomlinson
0014553,To the Last Man
0228715,Richard Dix
0006116,The Suburban
0504353,George Lessey
0791624,Iva Shepard
0540421,Florence Malone
0808220,Frank Smith
0714132,Ned Reardon
0418628,William Jardin
0522839,Sara Jane Low
0590682,John A. Milton
1566183,Bob Pansey
1566002,Max Heine
0911753,Mrs. Thomas Ward
1579017,Harry Graff
0016204,Passionate Youth
0313867,Carmelita Geraghty
0939693,Ernest Wood
0881021,Lawrence Underwood
0218507,Walter Deming
0568393,James McElhern
0570506,William McIllwain
0016564,Heart of an Actress
0241273,Germaine Dulac
0678323,Iván Petrovich
0464100,Nicolas Koline
0693744,Mabel Poulton
0029301,Yvette Andréyor
0396616,Henry Houry
0056788,Félix Barre
0544539,Gina Manès
0889024,Charles Vanel
0205845,Lou Davy
0290157,Ève Francis
0004701,Through Fire to Fortune
0370337,Ormi Hawley
0559932,Arthur Matthews
0338708,Clay M. Greene
0057988,Eleanor Barry
0401924,James Humphrey
0572317,Florence McLaughlin
0542756,Frankie Mann
0006254,What Should a Woman Do to Promote Youth and Happiness?
0015124,The Masked Dancer
0454535,Burton L. King
0455412,Dorothy Kingdon
0589898,Alyce Mills
0748580,Rosa Rudami
0008183,Life's Whirlpool
0140587,Reginald Carrington
0091562,Harvey Bogart
0015014,L'inhumaine
0540771,Léonid Walter de Malte
0445812,Fred Kellerman
0495693,Georgette Leblanc
0865755,Prince Tokio
1256588,Las Bonambellas
0452816,Kiki of Montparnasse
1258332,Rolf de Mare Ballets
0127120,Jean Börlin
3166262,Bronia Clair
0010216,Haunting Shadows
0643274,Florence Oberle
0447596,Harry Kendall
1050852,Patricia Fox
0010900,Wings of the Morning
0016692,Two Brothers
0344583,Karl Grune
0196820,Lil Dagover
0212287,Henri De Vries
0440986,Bruno Kastner
0070622,Wilhelm Bendow
0435229,Erich Kaiser-Titz
0604940,Paul Morgan
0009891,Atonement
0205717,Grace Davison
0190200,Sally Crute
0366958,Gretchen Hartman
0006614,The Dumb Girl of Portici
0667816,Anna Pavlova
0643025,Laura Oakley
0537899,Edna Maison
0930656,George A. Williams
0005711,A Man's Prerogative
0921940,Billie West
0006509,The Children in the House
0385495,William Hinckley
0086461,Alva D. Blake
0498063,Raymond Lee
0008886,The Bird of Prey
0006893,The Karthauzer
0351330,Annie Góth
8654921,Alajos Turányi
0223460,Alfréd Deésy
0126595,Lilla Bársony
1089766,Annuska Fényes
0482076,Károly Lajthay
5316010,Lajos Bónis
3274382,Pál Gajdos
9892419,Szokol Aoles
0011288,Her Husband's Friend
0012343,Kazan
0102783,Bertram Bracken
1548882,Kazan the Wonder Dog
0214298,Ben Deeley
0753415,William Ryno
0353544,Ben Hagerty
0016501,Wandering Fires
0000909,Constance Bennett
0189093,Henrietta Crosman
0012561,Payment Guaranteed
0885640,Cecil Van Auker
3443027,Marjorie Manners
0005594,Lady Audley's Secret
0336025,Stephen Grattan
0004628,The Spitfire
0197727,June Dale
0036539,Lois Arnold
0004865,After Dark
0561616,Eric Maxon
0829659,Melville Stewart
0242243,Charles Dungan
0545031,Bertram Marburgh
0016107,The Midnight Girl
0637507,Wilfred Noy
0907608,Charlotte Walker
0000509,Bela Lugosi
0086174,Ruby Blaine
0909709,John D. Walsh
0367749,William Harvey
0668141,Sidney Paxton
0758092,Signor N. Salerno
0006559,Culpas ajenas
0736464,Julio Roesset
0239263,Margarita Dubertrand
0093709,Juan Bonafé
0957303,Amelia Ziur
0039706,Mariano Asquerino
3852066,Maria Moreno
0328322,Manuel González
0312146,Hortensia Gelabert
0508222,Carmen de León
0056830,José Barreiro
1230904,Carmen Villa
0013678,Till We Meet Again
0543806,Martha Mansfield
0370966,Danny Hayes
0008917,Brace Up
0015010,In Every Woman's Life
0011118,Dollars and Sense
0010264,The Homebreaker
0871371,Beverly Travis
0425906,Nora Johnson
0884388,Rudolph Valentino
0011550,Overland Red
0002503,Harry Carey
0494485,Charles Le Moyne
0303258,David B. Gally
0364866,Joe Harris
0009480,The Passing of the Third Floor Back
0285425,Johnston Forbes-Robertson
1251651,Augusta Haviland
0382700,Alfred Hickman
7965225,Germaine Bourville
0333924,Ben Graham
7965226,Grace Stephens
0301620,Ketty Galanta
0279757,Robert Fisher
0325670,Sidney M. Goldin
0060553,Jack Baston
0010927,Dora Mills Adams
2075820,Molly Pearson
0009281,"Lead, Kindly Light"
0934010,Rex Wilson
0068927,Dorothy Bellew
0371463,H. Manning Haynes
0011990,The Bonnie Brier Bush
0323384,Mary Glynne
0292063,Alec Fraser
0266714,Dorothy Fane
0247528,Jack East
0168910,Adeline Hayden Coffin
0942423,H.H. Wright
0005448,The Heart of Jennifer
0206008,Hazel Dawn
0398241,Irene Howley
0060238,Russell Bassett
0007680,"Baree, Son of Kazan"
0794109,Nell Shipman
0903628,Gayne Whitman
0009517,Prisoners of the Pines
0014950,Gold Heels
0124919,Fred J. Butler
0870521,Harry Tracy
0235095,James Douglas
0484856,Winifred Landis
0185799,Catherine Craig
0085200,Buck Black
0807574,Buddy Smith
0009273,The Lady of the Dugout
0421104,Al J. Jennings
0421148,Frank Jennings
0335321,Corinne Grant
0016379,The Spaniard
0007220,Ricardo Cortez
0208526,Renzo De Gardi
0716670,Florence Regnart
0023147,Don Alvarado
0016228,Playing with Souls
0111612,Clive Brook
0389669,Helen Hoge
0909682,Jane Walsh
0173920,Mathilde Comont
9093569,Garner Hamm
5713514,Kenneth Johnson
0011689,Shore Acres
0002271,Rex Ingram
0574739,Margaret McWade
0307521,Franklyn Garland
0413339,Carol Jackson
0607626,John P. Morse
0064113,Mary Beaton
0855935,Alice Terry
0012779,A Trip to Paradise
0601194,Eunice Murdock Moore
0016494,Wages for Wives
0319257,Claude Gillingwater
0781254,Margaret Seddon
0016570,Abrek Zaur
0586506,Boris Mikhin
0079010,Vladimir Bestaev
0847239,Aleksandre Takaishvili
0012838,N. Aganbekova
0304586,N. Gantarina
0762786,Nikoloz Sanishvili
2181635,Vladimir Kriger
2179992,G. Chegelashvili
2178300,D. Kusov
2183300,V. Rogovskaya
2180364,Anya Vasilyeva
0013346,Lure of Gold
0366457,Neal Hart
0704026,William Quinn
0179131,Ben Corbett
0016101,The World's Champion
0726729,Gennaro Righelli
0145318,Fred Solm
0221509,Xenia Desni
0874781,Olga Tschechowa
0436922,Fritz Kampers
1260937,Harry Lamberts-Paulsen
0340553,Dolly Grey
0015112,The Man Without a Heart
0083061,Faire Binney
0871868,Tommy Tremaine
0564667,Mary McCall
0748635,Muriel Ruddell
0086748,Tom Blake
0007458,Thrown to the Lions
0211673,Finita De Sopia
0387776,Emil Hoch
2292202,George Daly
0011062,Clothes
0803271,Fred Sittenham
0863193,Zeffie Tilbury
0014195,The Leopardess
0464137,Henry Kolker
0286666,Marguerite Forrest
0254019,Glorie Eller
0007411,The Supreme Sacrifice
0913094,Robert Warwick
0562851,Christine Mayo
0864451,Dion Titheradge
0017064,Lew Tyler's Wives
0941745,Helen Lee Worthing
0108515,Lew Brice
0354289,Robert T. Haines
0003609,Alexandra
0823150,Curt A. Stark
0270415,Friedrich Feher
1987804,Henny Steimann
1990343,Ernst Bretschke
0561587,Max Maximilian
0014439,Sawdust
0919624,Niles Welch
0676588,Mattie Peters
1265629,Mike the Dog
0007959,The Flower of Doom
0637423,Wedgwood Nowell
0933878,Millard K. Wilson
0607418,Tommy Morrissey
0015433,Triumph
0889511,Victor Varconi
0011063,Jimmie Adams
0014024,The Eternal Struggle
0363545,Pat Harmon
6181970,Marie Williams
0015874,Graustark
0334581,Albert Gran
0492890,Lillian Lawrence
0891349,Michael Vavitch
0012173,First Love
0083060,Constance Binney
0916110,George Webb
0010719,Agnes Adams
0330155,Dorothy Gordon
0010060,The Delicious Little Devil
0568679,Ivor McFadden
0461482,Alice Knowland
10063195,I.S. McVea's Band
1688269,Satchel McVea
0007361,Snow White
0103958,Lionel Braham
0913338,Alice Washburn
0256486,Irwin Emmer
0290815,Addie E. Frank
0723440,Herbert Rice
0741989,Jimmy Rosen
0005423,Greater Love Hath No Man
0607688,William A. Morse
0336024,Lawrence Grattan
0485667,Albert Lang
0398459,Edward Hoyt
0014224,Lovebound
0008945,A Camouflage Kiss
0135645,June Caprice
0861489,Bernard Thornton
0120541,George Bunny
0562039,Lola May
0013597,Sherlock Holmes
0000858,John Barrymore
0950019,Roland Young
0461041,Percy Knight
0062993,Peggy Bayfield
5369021,Margaret Kemp
0219666,Reginald Denny
0279100,Robert Fischer
0222634,Jerry Devine
0929616,John Willard
3995537,Albert Bruning
0455491,Walter Kingsford
0016039,The Lost World
0398464,Harry O. Hoyt
0806939,Frank Finch Smiles
1288014,Jocko the Monkey
0236279,Arthur Conan Doyle
2860634,Mary the Chimpanzee
0010058,The Deadlier Sex
0011257,Hairpins
0006780,Hell's Hinges
0807742,Clifford Smith
0016751,The Cruise of the Jasper B
0010100,Jack Ackroyd
0533006,James T. Mack
0257484,Billy Engle
0355408,Charlie Hall
0805694,Philip Sleeman
0015259,Ramshackle House
0917857,F. Harmon Weight
0523246,Robert Lowing
0416558,Henry James
0085559,William Black
0671411,Duke Pelzer
0423612,Joey Joey
0005172,The Darkening Trail
0009667,The Sudden Gentleman
0570872,Mary McIvor
0793484,Margaret Shillingford
0298216,Don Fuller
0006475,The Bugle Call
0499850,Anna Lehr
0005519,The House of the Lost Court
0259860,Margery Bonney Erskine
0922392,William West
0012464,Miss Charity
0172293,Edwin J. Collins
0575061,Margery Meadows
0916089,Dick Webb
0516944,Joan Lockton
0286988,Ralph Forster
0713831,James Read
0014937,The Garden of Weeds
0953136,King Zany
0861347,Lucille Thorndyke
0820607,Al St. John
1234337,Eleanor Shelton
0009252,"The Kaiser, the Beast of Berlin"
0808638,Jay Smith
0567798,Jack McDonald
0047763,W.H. Bainbridge
0067591,Walter Belasco
0656885,K. Painter
0168029,Wallace G. Coburn
0064675,F. Beauregard
0179324,F. Corcoran
0247663,Orlo Eastman
0815319,Pedro Sose
0937052,A.E. Witting
0015290,The Rose of Paris
0227946,Rose Dione
0877515,Doreen Turner
0403917,Károly Huszár
0807263,Alice H. Smith
12614245,Diane Pascale
0751052,Buck Russell
12614244,Robert Weiler
0017049,The Passion of a Woman Teacher
0003226,Kenji Mizoguchi
0620291,Eiji Nakano
0645409,Yoshiko Okada
0757039,Yoneko Sakai
0004292,The Man Who Disappeared
0949133,Barry O'Moore
0626370,Miriam Nesbitt
0930308,Cora Williams
0264279,Harry B. Eytinge
0556732,Harry Mason
0848437,T. Tamamoto
0628114,Horace Newman
0513167,Harry Linson
0703889,John Quinn
0289806,Floyd France
0578476,George D. Melville
5799521,W.A. Whitecar
0008849,Ashes of Love
0009257,Ivan Abramson
0352461,James K. Hackett
0211103,Rubye De Remer
0065038,William Bechtel
0847980,Thea Talbot
0012584,The Price of Possession
0379001,Clarence Heritage
0791667,Pearl Shepard
0355517,Dorothy Hall
0016258,The Rag Man
0008163,A Penny's History
0597186,László Z. Molnár
0478058,Gyula Köváry
0648258,Böske T. Oláh
0373699,Ferenc Hegedüs
0619495,Magda Nagy
0844449,Ferenc Szécsi
0008630,The Stolen Play
0738082,Ruth Roland
0086634,Lucy Blake
0816080,Harry Southard
0409251,Makoto Inokuchi
0571186,Lafe McKee
0010533,Opium
1720536,Robert Reinert
1727148,Alexander Delbosq
1728511,Sigrid Hohenfels
0626520,Loni Nest
0012730,Stranger Than Fiction
0058022,J.A. Barry
0935704,Dave Winter
0241654,Jean Dumont
0640348,Harry O'Connor
0122662,Evelyn Burns
0010484,The Mother and the Law
0565967,A.W. McClure
0114907,William Brown
0913432,Eleanor Washington
1026284,Lucille Browne
0255466,Pearl Elmore
0565404,J.P. McCarty
0005386,The Girl Detective
0725889,Cleo Ridgely
0166958,Edward Clisbee
0922396,William H. West
0512796,Thomas G. Lingham
1160117,Knute Rahm
2152185,Anna Lingham
0107317,John E. Brennan
0794298,Arthur Shirley
0427342,Frank Jonasson
0456203,Ollie Kirby
0013825,All for Money
0785762,Dagny Servaes
0667419,Hedwig Pauly-Winterstein
0436966,Maria Kamradek
0079266,Ulrich Bettac
0821504,Ernst Stahl-Nachbaur
0775597,Heinrich Schroth
1166634,Ursula Nest
0016643,The Better 'Ole
0718469,Charles Reisner
0165661,Arthur Clayton
0384202,Doris Hill
0405340,Olaf Hytten
0010938,Âmes d'orient
0688543,Léon Poirier
0786237,Madeleine Sève
0637496,André Nox
0241348,Charles Dullin
0848173,Armand Tallier
0524877,Renée Ludger
0196816,Josette Day
0885965,Edmond Van Daële
0535297,Marguerite Madys
0016677,The Boy Friend
0877728,Maidel Turner
0666201,Elizabeth Patterson
0040715,Evelyn Atkinson
0103096,Virginia Bradford
0121596,Archie Burke
0124231,André Bushe
0014276,Mighty Lak' a Rose
0719686,James Rennie
0795058,Harry Short
1144956,Jean Bronte
0071940,Mickey Bennett
0006144,A Texas Steer
0063033,Frances Bayless
0694436,Mrs. Tyrone Power
0917232,Frank Weed
0014642,A fuerza de arrastrarse
0410717,Amalia de Isaura
0554233,Antonio Martiáñez
1776824,Rafael Nieto
0207383,Pura de Benito
0739614,José Romeu
0729099,Modesto Rivas
0478898,Arturo de la Riva
0900472,Constante Viñas
0013478,Alfonso Aguilar
0056667,Ceferino Barrajón
0015141,Miracle of the Wolves
0076368,Raymond Bernard
0545999,Vanni Marcoux
0785157,Yvonne Sergyl
0431069,Romuald Joubé
0076144,Armand Bernard
0537638,Fernand Mailly
0699522,Albert Préjean
0219688,Pierre Denols
0356826,Halma
0396202,Pierre Hot
0060659,Lucien Bataille
0134373,Pierre de Canolle
0234278,Line Doré
2460546,Emile Engeldorff
0301243,Jimmy Gaillard
0423635,Joffre
0420456,Édith Jéhanne
2496963,Rémond
1847508,Germaine Vallée
0008716,Under Handicap
0192110,Lester Cuneo
0949220,James Young Deer
0016051,The Lucky Devil
0646829,Edna May Oliver
0431395,Anthony Jowitt
0808387,Gunboat Smith
0358657,Charles Hammond
0567697,Charles Mcdonald
0416456,Eddie James
0479011,Jack La Rue
0012291,Home Talent
0008253,Abdul the Turk
0384716,Thelma Hill
0562247,Mary Maybery
1214154,Irene Tiver
0009205,The House of Mirth
0364925,Katherine Corri Harris
0109800,Lottie Briscoe
0922696,Maggie Western
0919631,Pauline Welch
0279227,W.D. Fischter
0338824,Kempton Greene
0837965,Billy Sullivan
0010369,The Little Diplomat
0165586,Velma Clay
0008956,Cheating the Public
0249400,Charles Edler
0174757,Barbara Conley
0169227,Baby Cohen
0864553,James Titus
0668863,Henry Peal
0366854,Joseph Hartley
0604726,James Morgan
0323341,Arthur Glynn
0573950,James P. McNeill
0793466,Arthur Shilling
0902377,Fritz von Hardenberg
0566473,Miles McCormack
0341442,Beverly Griffith
0008602,Some Boy
0877783,Otis Turner
0710240,Caroline Rankin
0926189,Velma Whitman
0587208,Norbert A. Myles
0012275,The Hidden Light
0774723,Abraham S. Schomer
0846498,Ben Taggart
0781347,Henry Sedley
0884541,Gladys Valerie
0006400,Barriers of Society
0410174,Clarke Irvine
0926021,Miss Whiting
0007823,The Cost of Hatred
0591223,Louise Mineugh
0006456,La vie de Bohème
0281016,D.J. Flanagan
0163549,Juliette Clarens
0011217,Journey into the Night
0299761,Olaf Fønss
0116801,Gudrun Bruun Stephensen
0009070,The Firefly of France
0005621,The Lily and the Rose
0231187,Rosie Dolly
0640421,Loyola O'Connor
0006827,Hop - The Devil's Brew
0906942,Marie Walcamp
0190368,Juan de la Cruz
0916558,Ethel Weber
0011416,Love Madness
0016432,Tides of Passion
0376698,Ben Hendricks Jr.
0089352,Laska Winter
0770844,Earl Schenck
0008170,The Lash of Power
0813603,Harry Solter
0015680,Los chicos de la escuela
0018027,Isabel Alemany
0025753,María Anaya
0130433,María Luz Callejo
0157819,Carmen Chinchilla
0255851,Pedro Elviro
0005708,Alfredo Fraile
0328306,Luis González
0557991,Antonio Mata
0844821,Amelia Sánchez
0015526,King of the Circus
0899217,Édouard-Émile Violet
0511729,Max Linder
0121112,Eugen Burg
0126566,Vilma Bánky
0844227,Gyula Szöreghy
3927613,Ernst Günther
0291854,Viktor Franz
0479375,Kurt Labatt
0480145,Hans Lackner
1279887,Ilona Karolewna
0441069,Kurt Kasznar
0011732,The Stealers
0449011,Robert Kenyon
0607650,Myrtle Morse
0245536,Ruth Dwyer
0164740,Downing Clarke
0012131,Eden and Return
0561931,Doris May
0697796,Gerald Pring
0455517,Frank Kingsley
0015386,Tarnish
0926659,Mrs. Russ Whytal
0011721,The Soul of Youth
0765125,Lewis Sargent
0125324,Ernest Butterworth Jr.
0416468,Elizabeth Janes
0512372,Ben Lindsey
0512389,Mrs. Ben Lindsey
0348677,Barbara Gurney
0935842,Verne Winter
0013506,The Power of Love
0265437,Harry K. Fairall
0817067,Elliott Sparling
0378829,John Herdman
0012848,A Wife's Awakening
0008447,Pratas Conquistador
0722800,Emídio Ribeiro Pratas
0013412,Aníbal Aguiar
0176470,Aníbal Contreiras
0231489,Fernando Domingos
0432700,Trindade Junior
0014447,Explosion
1513453,Walter Brugman
1789428,Walter Brügmann
0511095,Charles Lincoln
0720707,Adele Reuter-Eichberg
0885030,Hermann Vallentin
0015073,Listen Lester
0010385,Lord and Lady Algy
0835770,Leslie Stuart
0846845,Hal Taintor
10834180,George Willis
0007242,The Ragamuffin
0057232,Minnette Barrett
0566387,Mrs. Lewis McCord
0210350,Agnes de Mille
0005405,The Goose Girl
0241834,E.N. Dunbar
0676613,Page Peters
0144196,J.M. Cassidy
0425860,Miss Johnson
0016699,Butterflies in the Rain
0073472,Oscar Beregi Sr.
0644612,Grace Ogden
0831334,Dorothy Stokes
0516874,Edward Lockhart
0026849,James H. Anderson
0859901,Blackie Thompson
0120979,Rose Burdick
0330228,Grace Gordon
0010798,The Trap
0556954,Sidney Mason
0000845,Tallulah Bankhead
0014213,Lost and Found on a South Sea Island
0823299,Pauline Starke
0934934,David Wing
3924101,Paki
0009485,A Perfect 36
0951402,Flora Zabelle
0739270,Leila Romer
0076206,Edward Bernard
0006586,The Devil at His Elbow
0731267,John K. Roberts
0762444,Mary Sandway
0012938,Beyond the Rocks
0939992,Sam Wood
0014546,The Tie That Binds
0009493,Petticoats and Politics
0593392,Howard M. Mitchell
0012458,A Midnight Bell
0566714,Clyde McCoy
0380660,Jess Herring
0082954,S.J. Bingham
0644421,Bert Offord
0172559,Monte Collins
0014866,Empty Hands
0444753,Hazel Keener
0337702,Charles Green
0014313,Nobody's Money
0220128,Harry Depp
0009654,Stolen Honor
0166070,Clay Clement
0356707,Ethel Hallor
0034090,John Ardizoni
0012752,The Three Musketeers
0730170,Willis Robards
0926191,Walt Whitman
0291549,Sidney Franklin
0151389,Janet Chandler
0510839,Jean de Limur
0234029,Dorothy Dorr
0715056,Granville Redmond
0012550,A Parisian Scandal
0708080,Lillian Rambeau
0302802,Tom Gallery
0012529,One a Minute
0207319,Marian De Beck
0733443,Andrew Robson
0007943,Fighting Mad
0316993,Helen Gibson
0010581,The Poppy Girl's Husband
0360908,Juanita Hansen
0456135,David Kirby
0682784,Leo Pierson
0011201,The Forbidden Woman
0931721,Stanton Williams
0010962,Deception
0367111,Paul Hartmann
0366603,Ludwig Hartau
0250790,Aud Egede-Nissen
0618191,Hilde Müller
0718412,Maria Reisenhofer
0901873,Ferdinand von Alten
0361260,Erling Hanson
0458837,Joseph Klein
11823947,Paul Seyfern
0826210,Albert Steinrück
0010601,Puppy Love
0314193,Emily Gerdes
0009318,The Love Cheat
0113841,Jessica Brown
0007840,Daughter of Destiny
0410271,George Irving
0226317,Carl Dietz
0020866,Nita Allen
0792382,Beatrix Sherman
0014499,The Spanish Dancer
0456014,Edward Kipling
14600874,Thais Valdemar
10955668,Henry Vogel
0507221,George J. Lewis
0600686,Virginia Moon
0017087,The Loves of Ricardo
0498261,Lolita Lee
1238377,Amille Milane
0802304,Jack Singleton
0884549,Albano Valerio
0017691,Meeka Aldrich
0296395,Signor Frondi
0181310,Giulio Cortesi
0533856,E.E. MacLeod Jr.
0412342,Norman Ives
0403181,Helen Hunton
0891907,Rosa Vega
0053247,Maria Barbarita
1237446,Mrs. Giulio Cortesi
0207236,Estella De Barr
0286214,Wenonah Forgay
0397345,Jack Howard
0016034,The Live Wire
0106785,Edmund Breese
0752750,Mildred Ryan
0003815,Damaged Goods
0071992,Richard Bennett
0607056,Adrienne Morrison
0590691,Maud Milton
0854777,Olive Templeton
0725520,Josephine Ditt
0601303,Jacqueline Moore
0072187,Louis Bennison
0272439,George Ferguson
0006709,Under Suspicion
0184766,Laura Cowie
0944017,Bert Wynne
0009063,A Fight for Millions
0752620,Joe Ryan
0130482,Guillermo Calles
0540575,Leo D. Maloney
0397661,Vincente Howard
0564691,William McCall
0012205,Die Geierwally
0243295,Ewald André Dupont
1723164,Elise Zachow-Vallentin
1260667,Maria Grimm-Einödshofer
0104948,Julius Brandt
0294815,Gerd Fricke
0011196,For Those We Love
0040086,Camille Astor
0240460,Harry Duffield
0606094,Walter Morosco
0007625,All for a Husband
0703678,Dorothy Quincy
0600453,Carl Moody
0187847,William W. Crimans
0013890,A Bride for a Knight
0808403,Hamilton Smith
0401434,Henry Hull
0008927,The Bride's Awakening
0213151,Ashton Dearholt
0011455,Merely Mary Ann
0011296,His House in Order
0511625,Margaret Linden
0425618,Lawrence Johnson
0421172,Jane Jennings
0780578,Lewis Sealy
0172623,Regis Collins
0097359,Inez Borrero
0008312,Money Madness
0263551,M. Everett
0211274,Rex De Rosselli
0016644,The Better Man
0848234,Richard Talmadge
0013999,Don't Marry for Money
0113284,Clarence Brown
0697800,Aileen Pringle
0012519,The Old Oaken Bucket
0043588,Violet Axzelle
0055465,Mary Beth Barnelle
0015512,Worldly Goods
0015496,Who's Cheating?
0152599,Dorothy Chappell
0001338,A Night in May
0471787,Vladimir Krivtsov
0005402,The Golden Chance
0017004,It's the Old Army Game
0001211,W.C. Fields
0727523,Blanche Ring
0310730,William Gaxton
0242642,Josephine Dunn
0524859,Jack Luden
0192961,George Currie
0146964,Elise Cavanna
0014408,Richard the Lion-Hearted
0012088,The Dangerous Moment
0211434,Marcel De Sano
0271532,W.T. Fellows
0269547,Billy Fay
0065410,Fred Becker
0877426,Bowditch M. Turner
0011060,The City of Masks
0242115,Taylor N. Duncan
0015357,The Spirit of the USA
0178356,Rosemary Cooper
0393833,William S. Hooser
0340578,Gloria Grey
0839504,Cuyler Supplee
0005257,Excuse Me
0767303,Henry W. Savage
